lot_id,jour,heure,temperature_C,humidite_sol_pct,luminosite_lux,humidite_air_pct,chances_pousse_pct
1,7,23,26.12,90.47,0.0,40.02,35.87
1,8,0,27.7,92.37,0.0,38.67,36.11
1,8,1,26.45,91.51,0.0,41.16,36.11
1,8,2,28.27,92.44,0.0,41.91,36.11
1,8,3,27.91,93.72,0.0,42.39,36.11
1,8,4,26.54,92.57,0.8,38.24,36.11
1,8,5,25.68,91.66,0.0,42.49,36.11
1,8,6,24.1,90.16,2.7,39.8,36.11
1,8,7,23.99,88.73,679.9,39.87,36.11
1,8,8,22.51,91.63,823.7,37.02,36.11
1,8,9,21.21,90.37,939.5,39.57,36.11
1,8,10,19.88,91.72,1416.3,36.29,36.11
1,8,11,20.05,91.29,1505.5,34.9,36.11
1,8,12,18.55,92.16,1659.7,35.69,36.11
1,8,13,16.94,93.08,1593.3,32.92,36.11
1,8,14,18.19,91.54,1588.5,33.39,36.11
1,8,15,18.46,92.95,1186.2,32.91,36.11
1,8,16,17.54,91.27,975.2,31.99,36.11
1,8,17,19.29,91.04,705.6,31.84,36.11
1,8,18,19.83,92.69,247.2,33.22,36.11
1,8,19,20.7,93.28,0.0,33.46,36.11
1,8,20,22.67,88.47,0.0,35.86,36.11
1,8,21,24.14,91.78,0.0,36.38,36.11
1,8,22,25.22,91.43,2.4,35.77,36.11
1,8,23,25.6,87.63,1.8,38.56,36.11
2,1,0,36.92,58.33,4.6,65.17,44.4
2,1,1,37.99,62.0,0.0,67.31,44.4
2,1,2,37.29,58.67,1.1,67.06,44.4
2,1,3,37.16,59.31,0.0,66.74,44.4
2,1,4,37.4,61.14,0.7,68.1,44.4
2,1,5,36.0,58.51,4.7,69.9,44.4
2,1,6,35.09,59.81,0.0,68.87,44.4
2,1,7,34.8,61.19,182.9,67.36,44.4
2,1,8,32.6,57.68,381.7,64.74,44.4
2,1,9,32.0,59.55,524.0,63.37,44.4
2,1,10,29.7,58.26,697.4,64.18,44.4
2,1,11,31.26,57.87,700.9,63.07,44.4
2,1,12,30.07,60.02,872.6,61.8,44.4
2,1,13,29.74,60.64,842.9,61.42,44.4
2,1,14,29.91,61.86,710.4,60.06,44.4
2,1,15,29.35,58.32,573.7,59.58,44.4
2,1,16,30.16,60.17,438.7,58.67,44.4
2,1,17,31.0,57.33,304.4,58.97,44.4
2,1,18,31.81,57.54,249.7,59.66,44.4
2,1,19,32.55,58.96,1.1,60.2,44.4
2,1,20,34.08,57.4,0.4,61.78,44.4
2,1,21,34.44,58.96,0.0,62.64,44.4
2,1,22,34.61,61.01,0.0,63.86,44.4
2,1,23,36.54,58.78,0.0,61.91,44.4
2,2,0,40.31,55.97,0.0,66.1,12.1
2,2,1,40.62,55.87,0.0,67.38,12.1
2,2,2,40.96,56.57,3.7,65.26,12.1
2,2,3,39.73,55.68,0.0,67.73,12.1
2,2,4,39.97,57.25,0.0,69.7,12.1
2,2,5,39.4,58.4,0.7,68.05,12.1
2,2,6,38.88,57.39,1.3,68.86,12.1
2,2,7,37.72,57.78,214.8,68.23,12.1
2,2,8,36.22,59.42,343.0,62.89,12.1
2,2,9,35.57,55.7,530.1,62.85,12.1
2,2,10,34.3,53.89,627.9,58.9,12.1
2,2,11,32.89,57.86,802.5,61.88,12.1
2,2,12,32.55,56.65,833.4,58.3,12.1
2,2,13,33.38,58.04,812.5,59.04,12.1
2,2,14,32.59,53.66,727.2,57.18,12.1
2,2,15,32.13,56.3,677.9,58.67,12.1
2,2,16,32.75,57.58,506.8,58.92,12.1
2,2,17,33.71,55.75,332.7,58.3,12.1
2,2,18,34.97,57.67,231.0,57.4,12.1
2,2,19,36.17,57.02,4.2,57.97,12.1
2,2,20,37.43,57.02,0.0,59.31,12.1
2,2,21,37.46,57.36,1.0,60.38,12.1
2,2,22,38.59,59.93,3.5,63.19,12.1
2,2,23,39.46,56.9,1.2,62.29,12.1
2,3,0,36.3,67.44,0.0,68.38,49.39
2,3,1,37.06,66.65,3.4,70.92,49.39
2,3,2,37.63,65.02,0.0,73.73,49.39
2,3,3,37.27,62.72,3.0,74.98,49.39
2,3,4,36.23,65.68,1.0,73.47,49.39
2,3,5,35.62,64.08,0.0,74.67,49.39
2,3,6,35.32,64.53,1.5,68.13,49.39
2,3,7,34.64,62.47,203.3,69.93,49.39
2,3,8,32.37,66.82,325.1,71.1,49.39
2,3,9,31.94,65.8,498.1,67.45,49.39
2,3,10,31.47,64.34,581.6,67.43,49.39
2,3,11,30.88,66.36,755.0,66.26,49.39
2,3,12,29.32,68.2,849.5,66.22,49.39
2,3,13,29.59,65.44,810.9,64.25,49.39
2,3,14,28.9,65.03,768.1,63.82,49.39
2,3,15,29.45,64.96,605.9,60.25,49.39
2,3,16,29.94,65.6,490.0,58.73,49.39
2,3,17,31.18,64.87,349.9,61.69,49.39
2,3,18,31.28,63.5,160.8,66.62,49.39
2,3,19,31.86,65.41,1.7,65.28,49.39
2,3,20,33.09,65.63,4.8,65.49,49.39
2,3,21,34.17,66.66,2.2,68.56,49.39
2,3,22,35.37,63.37,3.3,66.36,49.39
2,3,23,36.04,63.95,0.0,69.86,49.39
2,4,0,38.8,62.63,2.1,71.93,26.9
2,4,1,40.41,64.98,2.6,71.72,26.9
2,4,2,40.25,62.48,0.0,70.44,26.9
2,4,3,39.61,66.36,0.0,72.95,26.9
2,4,4,39.0,63.13,0.3,72.52,26.9
2,4,5,39.54,66.33,0.0,72.38,26.9
2,4,6,38.18,65.72,0.0,72.87,26.9
2,4,7,36.59,61.73,279.1,69.37,26.9
2,4,8,37.28,65.12,373.2,71.94,26.9
2,4,9,34.94,64.62,487.0,70.7,26.9
2,4,10,34.06,62.6,610.3,67.1,26.9
2,4,11,33.72,63.1,689.4,67.87,26.9
2,4,12,33.35,65.19,808.2,63.69,26.9
2,4,13,32.12,63.79,781.2,65.86,26.9
2,4,14,32.97,64.36,744.3,62.84,26.9
2,4,15,32.88,63.92,578.3,63.84,26.9
2,4,16,32.83,64.24,498.7,64.15,26.9
2,4,17,33.09,64.63,324.3,61.8,26.9
2,4,18,34.66,63.58,175.4,65.37,26.9
2,4,19,35.44,62.98,1.6,64.2,26.9
2,4,20,37.03,62.79,0.5,64.9,26.9
2,4,21,38.28,62.17,1.0,66.18,26.9
2,4,22,37.98,64.71,2.4,71.01,26.9
2,4,23,38.23,64.43,2.9,67.34,26.9
2,5,0,40.13,63.13,0.0,74.11,21.28
2,5,1,39.96,59.16,0.0,73.61,21.28
2,5,2,40.41,59.53,0.5,73.91,21.28
2,5,3,40.42,61.93,0.0,77.3,21.28
2,5,4,40.46,58.87,3.3,77.54,21.28
2,5,5,38.85,60.6,1.1,76.86,21.28
2,5,6,38.63,59.3,0.3,74.12,21.28
2,5,7,37.32,59.33,187.7,77.3,21.28
2,5,8,36.87,61.6,298.9,73.94,21.28
2,5,9,35.87,60.9,592.1,73.8,21.28
2,5,10,34.38,60.22,652.4,71.68,21.28
2,5,11,33.79,62.12,736.6,68.62,21.28
2,5,12,31.88,61.45,787.3,66.18,21.28
2,5,13,32.58,64.42,821.5,69.63,21.28
2,5,14,32.29,60.54,776.1,67.15,21.28
2,5,15,32.52,61.17,574.6,68.57,21.28
2,5,16,32.71,59.55,470.6,65.56,21.28
2,5,17,33.45,60.67,348.9,67.79,21.28
2,5,18,34.27,61.91,245.3,68.42,21.28
2,5,19,35.27,58.72,0.0,67.92,21.28
2,5,20,36.02,60.4,0.1,70.21,21.28
2,5,21,37.34,61.41,0.1,67.65,21.28
2,5,22,37.89,60.47,0.0,72.81,21.28
2,5,23,39.97,62.51,0.0,75.44,21.28
2,6,0,37.68,89.4,0.3,67.54,13.9
2,6,1,38.5,90.93,1.9,66.35,13.9
2,6,2,37.14,90.54,0.0,69.03,13.9
2,6,3,37.69,86.44,1.1,71.01,13.9
2,6,4,37.58,85.26,0.0,70.63,13.9
2,6,5,36.49,89.42,0.0,70.74,13.9
2,6,6,36.44,87.68,2.4,69.13,13.9
2,6,7,35.39,87.74,199.9,67.25,13.9
2,6,8,34.26,91.71,287.2,65.12,13.9
2,6,9,34.03,88.83,466.8,67.89,13.9
2,6,10,32.01,91.88,675.2,64.31,13.9
2,6,11,32.54,88.23,800.7,64.19,13.9
2,6,12,31.47,91.49,834.9,61.41,13.9
2,6,13,30.64,88.13,906.2,61.71,13.9
2,6,14,30.09,89.42,681.1,59.25,13.9
2,6,15,31.01,88.16,558.7,61.01,13.9
2,6,16,31.41,90.22,489.9,58.9,13.9
2,6,17,30.75,91.4,289.9,59.83,13.9
2,6,18,32.97,89.98,206.1,63.96,13.9
2,6,19,32.97,90.54,0.1,61.91,13.9
2,6,20,35.11,89.91,1.1,64.15,13.9
2,6,21,35.22,87.88,0.0,60.8,13.9
2,6,22,37.41,87.49,0.0,64.62,13.9
2,6,23,37.38,90.37,1.7,65.46,13.9
2,7,0,37.84,90.18,0.0,73.77,15.87
2,7,1,37.97,89.13,0.0,73.93,15.87
2,7,2,38.35,89.95,0.1,72.61,15.87
2,7,3,38.05,90.17,4.6,76.96,15.87
2,7,4,36.45,89.2,3.6,76.46,15.87
2,7,5,36.91,90.43,0.0,76.07,15.87
2,7,6,35.78,89.05,1.7,73.46,15.87
2,7,7,35.57,88.45,229.4,71.96,15.87
2,7,8,34.23,91.25,323.1,71.35,15.87
2,7,9,32.95,91.26,434.1,70.15,15.87
2,7,10,31.6,87.85,612.6,67.38,15.87
2,7,11,31.28,89.59,698.4,71.41,15.87
2,7,12,31.18,87.96,882.4,67.16,15.87
2,7,13,30.02,87.83,914.6,66.54,15.87
2,7,14,29.86,88.05,815.6,69.02,15.87
2,7,15,30.75,90.52,576.4,66.93,15.87
2,7,16,30.34,91.05,494.9,64.55,15.87
2,7,17,31.46,90.11,187.1,66.89,15.87
2,7,18,31.62,87.75,151.6,65.99,15.87
2,7,19,33.05,87.03,0.4,67.85,15.87
2,7,20,34.8,87.47,0.0,68.41,15.87
2,7,21,35.5,88.63,2.4,66.32,15.87
2,7,22,35.28,89.61,0.0,68.76,15.87
2,7,23,36.48,90.24,0.0,72.07,15.87
2,8,0,36.03,82.11,0.0,73.58,20.64
2,8,1,37.85,85.73,0.0,72.66,20.64
2,8,2,36.66,86.87,1.5,74.59,20.64
2,8,3,36.97,86.11,0.0,72.01,20.64
2,8,4,36.5,86.97,1.8,72.22,20.64
2,8,5,36.71,86.01,0.0,72.13,20.64
2,8,6,33.91,87.74,1.5,72.33,20.64
2,8,7,34.17,87.19,153.0,71.16,20.64
2,8,8,33.48,84.53,357.0,68.89,20.64
2,8,9,32.27,86.36,427.2,71.46,20.64
2,8,10,30.68,85.2,655.2,70.14,20.64
2,8,11,29.7,86.51,787.6,68.17,20.64
2,8,12,29.65,85.86,798.8,66.05,20.64
2,8,13,28.62,82.03,840.1,66.24,20.64
2,8,14,27.83,84.9,763.5,67.18,20.64
2,8,15,29.16,85.32,594.9,65.65,20.64
2,8,16,29.24,85.22,427.9,61.99,20.64
2,8,17,30.27,88.85,316.9,63.21,20.64
2,8,18,30.9,84.07,224.0,63.97,20.64
2,8,19,31.94,91.2,0.6,63.76,20.64
2,8,20,32.87,88.14,0.2,63.76,20.64
2,8,21,34.6,85.41,3.7,68.75,20.64
2,8,22,34.9,88.34,0.1,69.7,20.64
2,8,23,36.21,85.14,0.0,71.26,20.64
3,1,0,35.08,39.3,1.0,37.34,24.13
3,1,1,35.58,38.87,2.3,40.51,24.13
3,1,2,35.01,38.55,0.1,38.76,24.13
3,1,3,36.34,39.27,0.0,40.55,24.13
3,1,4,35.12,39.39,3.6,40.35,24.13
3,1,5,34.1,36.0,0.0,41.62,24.13
3,1,6,33.25,35.57,0.0,40.65,24.13
3,1,7,32.45,37.67,435.4,37.75,24.13
3,1,8,30.65,35.89,826.3,39.21,24.13
3,1,9,29.02,40.8,1067.3,37.96,24.13
3,1,10,28.69,39.14,1431.8,33.64,24.13
3,1,11,28.31,37.25,1622.1,34.32,24.13
3,1,12,26.72,40.1,1921.5,33.85,24.13
3,1,13,25.55,39.12,1871.6,29.32,24.13
3,1,14,26.72,39.94,1498.3,31.75,24.13
3,1,15,26.65,39.91,1240.5,30.22,24.13
3,1,16,26.12,35.52,1014.4,31.48,24.13
3,1,17,27.84,38.84,673.3,28.58,24.13
3,1,18,28.56,39.57,395.1,31.62,24.13
3,1,19,29.88,39.41,1.8,30.5,24.13
3,1,20,31.31,38.36,0.7,31.36,24.13
3,1,21,31.72,39.07,0.0,33.09,24.13
3,1,22,32.49,40.1,2.1,33.53,24.13
3,1,23,34.46,40.28,1.8,36.44,24.13
3,2,0,35.13,51.99,0.7,41.53,46.29
3,2,1,36.09,52.9,1.3,44.85,46.29
3,2,2,35.21,50.9,2.9,41.09,46.29
3,2,3,36.4,52.28,4.2,40.44,46.29
3,2,4,36.11,54.56,0.0,43.46,46.29
3,2,5,34.28,51.98,0.0,38.51,46.29
3,2,6,34.02,52.15,3.0,42.53,46.29
3,2,7,33.84,52.09,477.0,40.54,46.29
3,2,8,31.27,48.62,737.3,36.68,46.29
3,2,9,30.52,50.07,995.7,37.57,46.29
3,2,10,29.08,51.94,1496.2,36.42,46.29
3,2,11,28.46,56.03,1692.6,35.72,46.29
3,2,12,27.1,51.64,1716.8,35.19,46.29
3,2,13,27.08,48.69,1776.9,35.36,46.29
3,2,14,26.67,50.95,1483.4,30.17,46.29
3,2,15,27.44,51.66,1397.8,34.75,46.29
3,2,16,27.95,51.12,1014.8,31.36,46.29
3,2,17,27.87,52.45,614.9,29.14,46.29
3,2,18,28.74,51.47,572.1,32.22,46.29
3,2,19,30.55,51.68,2.5,35.49,46.29
3,2,20,32.08,49.33,0.4,35.92,46.29
3,2,21,32.88,52.89,0.1,34.87,46.29
3,2,22,32.96,50.97,5.4,36.56,46.29
3,2,23,33.78,53.03,1.7,40.51,46.29
3,3,0,38.42,49.59,2.8,35.58,34.47
3,3,1,38.53,50.98,0.0,38.21,34.47
3,3,2,38.94,47.97,2.6,35.29,34.47
3,3,3,38.9,52.28,0.0,37.67,34.47
3,3,4,37.37,50.27,0.0,39.62,34.47
3,3,5,37.84,52.69,0.0,37.97,34.47
3,3,6,35.39,49.38,1.9,40.21,34.47
3,3,7,34.5,49.7,484.2,37.41,34.47
3,3,8,33.51,51.23,714.4,35.93,34.47
3,3,9,33.0,50.6,1037.1,34.58,34.47
3,3,10,31.56,50.04,1374.7,35.85,34.47
3,3,11,30.93,50.15,1721.5,31.66,34.47
3,3,12,30.5,51.15,1787.3,31.63,34.47
3,3,13,28.67,48.9,1670.6,30.13,34.47
3,3,14,30.16,53.94,1665.7,29.88,34.47
3,3,15,28.55,49.78,1256.7,27.69,34.47
3,3,16,29.83,49.88,822.7,29.58,34.47
3,3,17,30.11,50.95,877.8,27.25,34.47
3,3,18,30.34,50.16,534.0,32.06,34.47
3,3,19,32.11,51.34,0.0,29.76,34.47
3,3,20,35.24,48.34,0.5,31.66,34.47
3,3,21,35.66,50.74,0.6,31.57,34.47
3,3,22,36.37,50.08,1.2,32.9,34.47
3,3,23,37.38,50.55,2.3,34.67,34.47
3,4,0,35.43,44.02,5.4,41.05,37.63
3,4,1,36.36,47.14,0.8,44.73,37.63
3,4,2,36.51,47.34,0.0,44.79,37.63
3,4,3,36.93,47.93,3.9,43.42,37.63
3,4,4,35.78,49.3,0.0,42.83,37.63
3,4,5,35.14,46.85,0.0,42.76,37.63
3,4,6,33.35,48.93,1.0,44.36,37.63
3,4,7,32.71,46.76,549.6,44.26,37.63
3,4,8,31.59,48.32,687.9,41.77,37.63
3,4,9,29.69,47.61,928.2,37.8,37.63
3,4,10,28.89,46.82,1407.8,38.75,37.63
3,4,11,28.05,48.56,1616.5,37.33,37.63
3,4,12,28.02,47.65,1780.8,36.58,37.63
3,4,13,26.75,46.58,1688.3,34.27,37.63
3,4,14,27.11,46.7,1594.0,35.68,37.63
3,4,15,26.69,48.6,1188.5,33.93,37.63
3,4,16,27.34,47.68,852.2,35.76,37.63
3,4,17,27.6,48.15,690.9,35.63,37.63
3,4,18,30.08,45.71,375.7,34.91,37.63
3,4,19,29.55,48.82,1.7,36.26,37.63
3,4,20,31.42,49.7,0.0,36.55,37.63
3,4,21,32.13,48.98,0.0,37.62,37.63
3,4,22,33.78,46.22,0.0,38.98,37.63
3,4,23,35.05,46.1,0.0,41.94,37.63
3,5,0,35.58,67.68,0.0,43.75,58.9
3,5,1,36.09,69.23,3.1,41.66,58.9
3,5,2,36.54,65.03,0.4,44.55,58.9
3,5,3,35.59,67.85,0.4,44.52,58.9
3,5,4,35.44,66.47,0.8,44.93,58.9
3,5,5,33.51,66.28,0.0,44.63,58.9
3,5,6,33.27,64.13,2.5,43.97,58.9
3,5,7,32.65,66.98,453.0,46.81,58.9
3,5,8,31.52,66.81,845.1,45.02,58.9
3,5,9,30.09,65.63,1191.9,42.63,58.9
3,5,10,29.88,64.21,1538.1,38.98,58.9
3,5,11,28.48,66.04,1579.0,36.7,58.9
3,5,12,26.78,66.44,1659.0,35.92,58.9
3,5,13,27.08,62.3,1849.1,32.97,58.9
3,5,14,26.99,66.28,1656.7,35.73,58.9
3,5,15,28.2,66.58,1423.2,34.2,58.9
3,5,16,27.71,68.58,980.2,35.41,58.9
3,5,17,28.88,65.15,494.7,35.67,58.9
3,5,18,29.84,64.23,495.1,36.8,58.9
3,5,19,29.32,64.85,0.0,36.31,58.9
3,5,20,31.28,65.06,3.3,37.46,58.9
3,5,21,32.5,66.2,1.1,38.9,58.9
3,5,22,33.86,65.28,0.0,39.22,58.9
3,5,23,35.09,64.77,0.8,43.53,58.9
3,6,0,38.05,89.48,0.0,33.27,20.36
3,6,1,38.35,90.77,0.0,36.83,20.36
3,6,2,38.37,90.71,0.0,35.42,20.36
3,6,3,37.92,90.17,1.7,37.43,20.36
3,6,4,38.82,86.99,0.0,38.4,20.36
3,6,5,36.89,87.99,0.9,38.91,20.36
3,6,6,36.06,90.33,0.0,35.43,20.36
3,6,7,34.56,90.07,501.3,37.12,20.36
3,6,8,34.0,88.96,759.7,36.88,20.36
3,6,9,32.48,87.97,989.6,36.07,20.36
3,6,10,32.11,91.6,1419.1,31.72,20.36
3,6,11,30.45,92.18,1714.4,31.92,20.36
3,6,12,30.03,87.93,1734.1,29.4,20.36
3,6,13,29.49,90.91,1764.7,28.68,20.36
3,6,14,29.09,89.11,1536.0,29.7,20.36
3,6,15,28.88,87.49,1206.3,26.29,20.36
3,6,16,29.84,90.06,1010.8,29.41,20.36
3,6,17,31.05,88.95,727.0,26.33,20.36
3,6,18,32.1,87.97,370.2,28.3,20.36
3,6,19,31.76,89.88,0.4,29.71,20.36
3,6,20,32.95,92.81,1.1,34.98,20.36
3,6,21,34.52,91.27,1.6,31.8,20.36
3,6,22,36.74,89.23,0.0,28.32,20.36
3,6,23,37.2,87.85,0.0,33.28,20.36
3,7,0,36.97,82.97,1.4,42.63,32.46
3,7,1,35.92,85.06,0.0,41.76,32.46
